epoch,train_loss,val_loss,bleu,cosine
1,0.33985501451923555,0.04268282498263656,0.9348549535567181,0.99729246
2,0.06042095221667478,0.029004307965678572,0.9503045429380668,0.99749833
3,0.04052051087526839,0.029398140991121948,0.9581954980051391,0.99878657
4,0.04206416190542264,0.021448515292018112,0.9633086633313183,0.99895453
5,0.039886216487566926,0.019022838166404796,0.9646637158454142,0.9989808
6,0.03015670223224797,0.02190650830498111,0.9634266502893009,0.99867153
7,0.02950068013513847,0.028836213289379662,0.9527956694936227,0.9974946
8,0.0224153951342268,0.022599256445745227,0.9640918790420524,0.9987534
9,0.03202746318171117,0.017209165761047637,0.9673349034786922,0.9990307
10,0.023041229233981952,0.024742849006239947,0.9632338819621935,0.99906003
11,0.027970891139032134,0.015611189654456419,0.969443537683596,0.9991611
12,0.023368594435997828,0.017083535229303698,0.9695027062093249,0.9990032
13,0.021178664489704232,0.017480944699567964,0.9677316366389229,0.9989044
14,0.021886361756488715,0.01768277253614271,0.9672172503091611,0.99864244
15,0.028493165333740408,0.017366304429407665,0.9681294438388783,0.99918807
16,0.02397116644317094,0.019456838516673184,0.9645259863765362,0.9986329
17,0.018591762922783115,0.014568875908656066,0.9680806146760839,0.99913603
18,0.015509850692557324,0.017594841438263405,0.9707731162282733,0.9992227
19,0.01657715261402977,0.01811577071005064,0.9680747145669389,0.998174
20,0.019321460823085036,0.019456300258449726,0.9666968396815484,0.9982163
21,0.02211956482342209,0.016243552514775696,0.9716543403580715,0.9992398
22,0.013149346109889496,0.017662136873241252,0.9707242870654786,0.9992336
23,0.020619517534375156,0.018324891426202253,0.9681467747344032,0.998722
24,0.018818259809484088,0.018267622469194753,0.9663104240665077,0.9990834
25,0.023051767229736283,0.019983490535667028,0.9678456586252973,0.9990818
26,0.013038013093484459,0.019958321657540773,0.9707576315283137,0.9989644
27,0.015280704508776425,0.01852490294864414,0.9720949524229707,0.9992854
28,0.012515036968907064,0.01863912159376668,0.9689618388058822,0.9991856
29,0.0146127722571362,0.018472556064241138,0.9695104485593047,0.99919546
30,0.015057096862095788,0.01744532041128989,0.9711648991303778,0.9992209
31,0.014973559405635523,0.023579278989353424,0.9675156412618761,0.99891126
32,0.014419227058551247,0.017522848087457788,0.9685134843910033,0.99899966
33,0.015359939559415897,0.028671174805247956,0.9636974592574703,0.99721515
