epoch,train_loss,val_loss,bleu,cosine
1,0.37704299658607726,0.09067534905866921,0.8247453431378057,0.9939634
2,0.1207466762085619,0.04697417059574225,0.875054944489892,0.99681723
3,0.07097732726860607,0.03515814512086633,0.8851819325774128,0.9970477
4,0.056640243295149356,0.03388981615938354,0.8941210297529455,0.9976842
5,0.04558930047658972,0.028588354073141375,0.8994929982981316,0.9979645
6,0.03689674865941623,0.020339894774174083,0.9062214848733456,0.998432
7,0.030605831359071717,0.021006563558213173,0.9064052136258912,0.99803984
8,0.02908183331166273,0.018289552510110874,0.9088554239646394,0.9982599
9,0.026473582268182465,0.01636395402464448,0.9088156102585231,0.99809915
10,0.023747851290792512,0.018278677457723134,0.9114672165808435,0.99843884
11,0.022185880145271317,0.016244029332328404,0.9133830876922444,0.99872196
12,0.020594690155222087,0.015560955425708897,0.9125999734143394,0.99854827
13,0.019329929527310618,0.014065025268249178,0.911948904453172,0.9982264
14,0.017864594713890774,0.0150195365411089,0.9139088045244572,0.9984729
15,0.0179041470374291,0.013817714134676636,0.9128897419436915,0.9984759
16,0.016821020411676595,0.010948035643816209,0.9157856976084786,0.9986848
17,0.016067537637710943,0.012458064597614149,0.9169343733857552,0.99897766
18,0.01540405192580722,0.012262557718248426,0.9163830154400089,0.99889904
19,0.015059794401157414,0.011171312256071196,0.9179562845636315,0.9987558
20,0.014012007376321751,0.012885498963843242,0.9159469971287079,0.99877626
