epoch,train_loss,val_loss,bleu,cosine
1,0.8851103532111239,0.20482242375612258,0.7648891400054667,0.9816016
2,0.26033291223651184,0.10865468788146973,0.8328484720987762,0.98681384
3,0.15655585182438753,0.09389078393578529,0.8492620494827325,0.9873329
4,0.1299212975296862,0.08019976541399956,0.8567599329541473,0.9888861
5,0.09735837981164575,0.06907944283634425,0.8866436388104566,0.99209565
6,0.08358935488458864,0.06430234427005052,0.8820775585515648,0.98960316
7,0.070590817865044,0.05658565568551421,0.8953760530099379,0.99051803
8,0.06552834208879268,0.06661641589179636,0.8871442610877547,0.9911836
9,0.057798273217507856,0.05334067851025611,0.9050095816807824,0.99314564
10,0.05693740478412571,0.05308554311469197,0.9075389849770874,0.99091613
11,0.06140595074007679,0.05426732677407563,0.9123785191999259,0.99250406
12,0.05085338288283569,0.05042955659981817,0.9147939705856951,0.99265635
13,0.04200000041920341,0.05167257178388536,0.9122998146638727,0.99330753
14,0.03783701905931247,0.052204620777629315,0.9167301950994211,0.9923537
15,0.041247880744667564,0.0507430286211893,0.9041798423079053,0.9914147
16,0.0359104681771271,0.04839769011596218,0.916530881314767,0.9925518
17,0.03252392203009544,0.04425641198642552,0.9179650736911343,0.99329287
18,0.03994065382655986,0.0471842305152677,0.9212402032617502,0.9934949
19,0.026486789413404935,0.0468304143678397,0.9132928625254475,0.99192446
20,0.027311077285329353,0.05183964105602354,0.9168207027301869,0.99195045
21,0.026531038676829027,0.04844133058656007,0.9164305475762731,0.9917178
22,0.029773624277699792,0.048730917440727356,0.9199536884981508,0.9918924
23,0.028264155973706448,0.05093168653082102,0.9287964651389903,0.9932267
24,0.022391204142307056,0.05071883500670083,0.921989203112981,0.99236524
25,0.024989128915802062,0.052067577328183685,0.917571252659523,0.992715
26,0.022999538373032244,0.055751950338482854,0.9190268309827475,0.9922133
27,0.022785307802243592,0.04862744922190904,0.9292327414522515,0.9936878
28,0.02079221649986145,0.05170165533944964,0.9307152738413763,0.99295723
29,0.020213002094393317,0.05219325772224693,0.9233364826995023,0.99369067
30,0.018621615435570463,0.04940771706131636,0.9279510503505707,0.9926583
31,0.020107577749276496,0.056733848014380785,0.9286997667949383,0.9938116
32,0.02260585174614,0.048523143533384425,0.9242961493734794,0.9915253
33,0.013599267424138955,0.051562922981451265,0.9331329078618583,0.99397916
34,0.016052580542546532,0.05875605263782199,0.9260035345729023,0.99331635
35,0.017406302570789504,0.05903698657779023,0.9255153156876692,0.99396706
36,0.015343435676507129,0.06175724000076298,0.927500917706652,0.9923996
37,0.01523055387068286,0.0847670462607639,0.9250946771081703,0.9925651
38,0.014819789560801464,0.05957652807794511,0.9298954609381768,0.9931343
39,0.013298669191503002,0.0621683090585866,0.9259620512054744,0.99260336
40,0.013558463339432785,0.06312791704726987,0.9233866580685278,0.99224085
41,0.014088741928256885,0.061380004168109736,0.9325311307240862,0.99463034
42,0.014331876710091087,0.06363775748526677,0.9240584626837058,0.9937201
43,0.012300095312550005,0.0676983689662884,0.9260511526250662,0.9939553
44,0.011923143856193802,0.06218456443029572,0.9315785112564678,0.9935612
45,0.013553158198906724,0.058263683956698516,0.9242353647296684,0.9927238
46,0.009577038454671435,0.06979556625522673,0.922766227404208,0.9926229
47,0.009786939414973135,0.0704783836560382,0.9262051999274117,0.9931818
48,0.010224605702932967,0.07514935560058802,0.9163133839430573,0.99004877
49,0.012523588636641709,0.06588772496140155,0.9280960880994179,0.99316704
50,0.013811314890432014,0.06819478857010836,0.9295910484572013,0.99311894
51,0.010136401178882778,0.06679984243332,0.9300988005660862,0.9940296
52,0.007875773119548592,0.06899372961299377,0.928905085457455,0.99354655
53,0.007705685993299309,0.06372084737702971,0.9274817381337369,0.9937134
54,0.0073198122706976745,0.07143103235962917,0.9315425828740511,0.99359214
55,0.009589395478360165,0.07942793188244104,0.9164092108724178,0.9927516
56,0.009513940847755439,0.0706382581092912,0.9269015226965701,0.99369025
57,0.009463555418272323,0.06970662783191074,0.9277329988617653,0.994365
58,0.00800338913848715,0.06948495413068304,0.9238183863849844,0.99337804
59,0.010499778877822323,0.07286701920322958,0.9288256601896572,0.9937803
60,0.009909973038029894,0.07324007221465581,0.9304223531130255,0.99355006
61,0.00648264403615847,0.06916675808319997,0.9285356830381192,0.99356073
62,0.009324079440264319,0.07594450368569232,0.92685404069902,0.9937907
63,0.008043071598588874,0.06954067452388699,0.9268450406778321,0.9934528
64,0.006794837340306027,0.0688581639008189,0.9255237054385064,0.9929891
65,0.007946228906482515,0.07283472665929003,0.9273467323132867,0.9939481
66,0.006672427726806051,0.07250852526407106,0.927371863749139,0.994201
67,0.006261981923500228,0.07754474401423067,0.9239327915527057,0.9920593
68,0.006645884302844627,0.07141661673755152,0.925857244438761,0.99429584
69,0.009327798395631448,0.06951031750434777,0.9306048925632902,0.99413484
70,0.006758419367965807,0.07661682844813185,0.9281469446540782,0.99336785
71,0.006208869089502053,0.07440462414482317,0.9321613494089767,0.993964
72,0.007329727565693083,0.07455043618296622,0.9288332564722163,0.993303
73,0.0086679817639138,0.06850474009677418,0.9321070012756288,0.9936417
74,0.005783085922018813,0.08293326542858995,0.9309069316947863,0.9941944
75,0.006409281665366073,0.0861744118748029,0.927629010872427,0.9940834
76,0.007200056672810025,0.08516078862722497,0.9218918491214806,0.9926156
77,0.011103367316230402,0.0818851028635836,0.9323305331940545,0.9944601
78,0.005545133565320869,0.07745417640387313,0.9298639546695315,0.9944829
79,0.010969558320242274,0.08228880814692821,0.9294537550260258,0.99392474
80,0.006419634179033739,0.08582361467070586,0.9307513147869994,0.9948193
81,0.0064911076358307425,0.08125436095235636,0.9228538170848917,0.99195236
82,0.00969627687424029,0.08390925787080777,0.9319310362054635,0.9950394
83,0.0068841230619029435,0.08097773226012941,0.9278662967973637,0.9946094
84,0.004435391576852433,0.08779538126037732,0.927920845581997,0.99447924
85,0.005148185598761824,0.0853835389858832,0.9262841365820295,0.994146
86,0.0043736099487979305,0.0861494784979368,0.925985131190962,0.99348265
87,0.00462902207450707,0.0834125245756295,0.9257484360225966,0.9932367
88,0.007688928382736696,0.08070799827799784,0.9243135987028122,0.9930152
89,0.004715884255646103,0.08648225806215669,0.9198997319830267,0.9919425
90,0.005377142408368324,0.08448276344021724,0.9305117372868208,0.99399114
91,0.00499999789240529,0.0820457713547803,0.9209557267208647,0.99175984
92,0.00453791957013213,0.09179342260885551,0.9265632053676477,0.99274623
93,0.007279545566622668,0.09134359854977084,0.928271218189143,0.99355465
94,0.007591316685017421,0.08824601311479637,0.9268320889881057,0.99411404
95,0.00397143801807372,0.08011335736596811,0.9258522512371122,0.9935588
96,0.005775628581233434,0.08672986803873209,0.9313975285010173,0.99500144
97,0.004613300662044539,0.08364846103746823,0.9302089445718126,0.9944337
98,0.00655633398887649,0.08490081998348978,0.9322539696422332,0.9938743
99,0.004713824466730266,0.08860879118508455,0.9309458050287166,0.99349135
100,0.0055226803735480764,0.08585246282672597,0.9266797249700321,0.99442977
